type_name,type_id,lon,lat,temperature_c,precipitation_mm,relative_humidity,wind_speed_ms,solar_radiation
Forest fire,3,78.1634,62.4174,18.43,0.16,83.78,1.38,6.94
Forest fire,3,76.8033,63.0019,18.41,0.12,85.44,1.21,6.51
Forest fire,3,76.9268,63.0922,18.41,0.12,85.44,1.21,6.51
Natural fire,4,74.6901,61.4557,19.56,0.05,77.65,0.33,7.37
Natural fire,4,73.4615,60.9837,19.36,0.02,76.92,0.34,7.13
Natural fire,4,74.5679,60.5814,19.31,0.07,76.76,0.04,7.6
Forest fire,3,76.1891,60.8615,19.13,0.06,78.93,1.4,7.51
Forest fire,3,76.3653,60.8619,19.13,0.06,78.93,1.4,7.51
Forest fire,3,77.6789,60.6253,18.2,0.0,76.62,1.34,7.51
Natural fire,4,77.7398,60.5841,18.2,0.0,76.62,1.34,7.51
Forest fire,3,77.7803,60.5839,18.2,0.0,76.62,1.34,7.51
Forest fire,3,77.7629,60.5344,18.2,0.0,76.62,1.34,7.51
Forest fire,3,78.4494,58.7811,17.28,0.0,69.57,0.19,7.79
Forest fire,3,78.9332,57.6737,17.92,0.0,60.18,0.25,7.86
Forest fire,3,79.3298,57.8779,17.54,0.0,63.8,0.23,7.86
Forest fire,3,132.0224,69.3717,13.52,0.0,71.03,2.38,7.01
Forest fire,3,139.7997,53.168,13.19,0.0,71.01,0.85,6.82
Forest fire,3,136.9972,51.7631,19.24,0.0,69.44,0.87,7.54
Forest fire,3,134.5964,51.9559,15.25,0.05,71.27,1.0,7.71
Forest fire,3,134.5327,51.9291,15.25,0.05,71.27,1.0,7.71
Forest fire,3,133.8943,52.3675,16.03,0.01,68.02,0.53,7.42
Forest fire,3,134.2523,52.6978,14.07,0.01,72.97,1.32,7.49
Forest fire,3,131.5724,52.5426,19.38,0.0,61.86,0.16,7.65
Forest fire,3,130.9736,52.0645,20.21,0.0,58.78,0.24,7.65
Forest fire,3,130.1986,51.3746,21.53,0.0,53.96,1.41,6.89
Forest fire,3,130.5741,51.0216,21.15,0.0,53.45,0.25,6.89
Forest fire,3,128.3857,50.2107,21.54,0.0,49.71,1.77,7.83
Forest fire,3,127.7776,49.9552,21.68,0.0,46.4,1.13,5.82
Forest fire,3,127.8422,49.8407,21.54,0.0,49.71,1.77,5.82
Forest fire,3,129.9718,66.9184,10.88,0.0,75.03,1.22,6.14
Forest fire,3,128.7663,61.5517,18.26,0.05,67.19,0.3,6.26
Forest fire,3,128.704,61.5514,18.26,0.05,67.19,0.3,6.26
Forest fire,3,136.7918,60.7601,12.03,0.0,70.34,1.07,7.38
Forest fire,3,123.9387,54.151,16.98,0.61,64.91,0.05,5.79
Forest fire,3,123.7155,54.034,16.98,0.61,64.91,0.05,5.79
Forest fire,3,123.791,53.7825,16.98,0.61,64.91,0.05,4.56
Forest fire,3,123.6411,53.7524,16.98,0.61,64.91,0.05,4.56
Forest fire,3,123.6884,53.6169,17.56,0.63,62.48,0.08,4.56
Natural fire,4,123.9651,53.6273,17.56,0.63,62.48,0.08,4.56
Forest fire,3,124.0388,53.634,17.56,0.63,62.48,0.08,6.92
Forest fire,3,123.8099,53.5088,17.56,0.63,62.48,0.08,4.56
Forest fire,3,124.8263,53.1676,19.76,0.04,53.36,0.15,6.92
Forest fire,3,124.7338,53.1736,19.76,0.04,53.36,0.15,6.92
Forest fire,3,127.2723,53.4685,22.16,0.0,46.44,0.22,6.76
Forest fire,3,124.61,53.8819,17.04,0.13,63.82,0.02,6.92
Forest fire,3,124.598,53.8532,17.04,0.13,63.82,0.02,6.92
Natural fire,4,124.6749,53.8056,17.04,0.13,63.82,0.02,6.92
Natural fire,4,123.3591,53.8356,16.21,1.4,69.3,0.11,4.56
Natural fire,4,123.2719,53.8859,16.21,1.4,69.3,0.11,4.56
Natural fire,4,123.2069,53.8785,16.21,1.4,69.3,0.11,4.56
Forest fire,3,122.9156,53.5129,15.28,1.28,73.86,0.05,4.56
Natural fire,4,122.5057,54.0261,14.17,1.73,76.58,0.1,5.79
Natural fire,4,123.3706,54.2173,16.21,1.4,69.3,0.11,5.79
Natural fire,4,123.3683,54.2483,16.21,1.4,69.3,0.11,5.79
Natural fire,4,127.469,51.8497,21.78,0.0,44.61,0.41,7.72
Natural fire,4,127.7778,49.6421,21.11,0.02,49.1,0.31,5.82
Natural fire,4,130.5818,51.0196,21.15,0.0,53.45,0.25,6.89
Natural fire,4,131.3189,50.9425,19.18,0.01,59.27,0.3,7.02
Forest fire,3,123.9744,54.2732,15.44,0.36,69.46,0.1,5.79
Forest fire,3,132.8316,51.5562,19.99,0.15,64.14,0.12,7.21
Natural fire,4,131.2993,50.9397,19.18,0.01,59.27,0.3,7.02
Natural fire,4,130.5559,51.0197,21.15,0.0,53.45,0.25,6.89
Natural fire,4,130.5928,51.0723,21.15,0.0,53.45,0.25,6.89
Natural fire,4,134.3674,49.9421,18.5,0.44,69.53,1.13,7.4
Natural fire,4,134.3261,48.4333,20.64,0.05,65.03,0.66,7.49
Natural fire,4,137.728,47.9625,16.38,0.21,74.37,0.19,7.43
Natural fire,4,139.3344,48.6904,15.99,0.32,77.16,0.24,6.01
Natural fire,4,138.1258,49.2084,16.25,0.44,76.83,0.17,6.01
Natural fire,4,140.122,50.1424,15.31,0.24,76.2,1.24,4.92
Natural fire,4,137.0217,51.7572,19.24,0.0,69.44,0.87,7.54
Natural fire,4,138.1985,51.142,18.01,0.03,71.49,0.63,6.36
Natural fire,4,130.1111,51.3454,21.53,0.0,53.96,1.41,6.89
Natural fire,4,130.1723,51.3682,21.53,0.0,53.96,1.41,6.89
Forest fire,3,130.237,51.3846,21.53,0.0,53.96,1.41,6.89
Forest fire,3,136.7735,60.7573,12.03,0.0,70.34,1.07,7.38
Forest fire,3,80.5903,59.2457,19.65,0.0,61.01,0.46,7.45
Forest fire,3,80.8165,59.2264,19.65,0.0,61.01,0.46,7.45
Forest fire,3,82.2161,58.5747,20.37,0.0,56.71,0.71,7.63
Forest fire,3,89.7301,57.4977,17.22,0.0,68.05,0.2,7.28
Natural fire,4,90.6232,57.0321,17.09,0.0,65.79,0.66,5.84
Natural fire,4,90.4549,56.5298,16.9,0.0,65.76,1.25,6.85
Forest fire,3,90.5942,56.0258,16.63,0.0,65.04,1.26,6.85
Forest fire,3,89.2705,56.0397,17.64,0.0,61.92,1.29,7.4
Forest fire,3,88.7861,55.4875,16.39,0.0,60.78,1.48,7.77
Forest fire,3,82.9371,55.464,18.95,0.0,59.59,1.78,7.96
Forest fire,3,84.583,54.8729,18.43,0.0,59.87,1.75,8.15
Forest fire,3,86.4986,54.8561,17.2,0.01,68.63,1.65,8.15
Forest fire,3,90.5358,53.1736,14.87,0.0,57.08,1.87,8.21
Forest fire,3,92.4313,53.693,15.49,0.0,60.57,1.37,7.95
Forest fire,3,73.4693,60.982,18.52,0.16,79.23,0.3,6.05
Forest fire,3,72.683,60.9509,18.43,0.91,81.43,0.32,6.05
Forest fire,3,70.9132,61.095,19.06,2.42,81.59,0.56,5.42
Forest fire,3,69.6511,61.2239,18.75,2.67,80.65,0.9,5.91
Forest fire,3,69.4774,60.8341,18.75,2.67,80.65,0.9,5.9
Forest fire,3,69.0246,60.916,18.38,2.72,81.12,0.83,5.9
Forest fire,3,68.4405,61.0736,18.38,2.72,81.12,0.83,5.91
Forest fire,3,68.3413,61.1044,18.09,2.99,80.92,0.71,5.91
Forest fire,3,68.1416,61.3147,16.95,3.93,84.77,0.43,5.91
Forest fire,3,64.9038,60.1339,19.18,0.19,65.52,0.38,6.94
Forest fire,3,65.7036,57.8964,19.61,0.09,66.57,1.29,7.39
Forest fire,3,65.7013,57.8775,19.61,0.09,66.57,1.29,7.39
Forest fire,3,76.8021,55.8445,19.71,0.0,53.82,1.35,7.23
Forest fire,3,76.5593,56.5344,20.31,0.0,53.78,0.99,7.34
Forest fire,3,77.8609,58.005,19.69,0.0,60.01,0.32,7.02
Forest fire,3,80.9111,59.078,19.65,0.0,61.01,0.46,7.45
Forest fire,3,82.9541,55.4542,18.95,0.0,59.59,1.78,7.96
Forest fire,3,87.3861,56.5187,18.06,0.0,65.45,0.89,7.62
Forest fire,3,87.5873,56.4159,18.06,0.0,65.45,0.89,7.62
Forest fire,3,89.2669,56.0317,17.64,0.0,61.92,1.29,7.4
Forest fire,3,89.6437,55.7186,16.87,0.0,59.8,1.46,7.77
Forest fire,3,90.0156,55.6435,16.67,0.0,61.57,1.38,7.07
Forest fire,3,90.5888,56.024,16.63,0.0,65.04,1.26,6.85
Forest fire,3,91.2108,55.5894,16.09,0.02,66.83,1.23,7.07
Forest fire,3,91.0993,55.5552,16.09,0.02,66.83,1.23,7.07
Forest fire,3,91.4892,55.3888,16.09,0.02,66.83,1.23,7.07
Forest fire,3,91.5877,55.3438,15.95,0.11,67.25,0.92,7.07
Forest fire,3,90.8738,55.2449,16.6,0.0,62.92,1.25,7.07
Forest fire,3,90.8271,55.0697,16.6,0.0,62.92,1.25,7.07
Uncontrolled burn,1,86.2117,54.3582,17.11,0.01,67.03,2.09,8.15
Uncontrolled burn,1,86.4814,54.8534,17.2,0.01,68.63,1.65,8.15
Uncontrolled burn,1,85.0154,55.1805,17.82,0.01,63.47,2.16,7.65
Uncontrolled burn,1,84.5967,55.407,18.27,0.0,62.79,2.27,7.65
Forest fire,3,83.7029,55.5394,18.75,0.0,60.33,2.14,7.96
Forest fire,3,82.9499,55.4576,18.95,0.0,59.59,1.78,7.96
Forest fire,3,82.9343,55.4711,18.95,0.0,59.59,1.78,7.96
Forest fire,3,84.7817,56.0392,18.12,0.0,62.48,1.18,7.72
Forest fire,3,83.8666,56.5015,18.56,0.0,63.24,1.6,7.71
Forest fire,3,83.8546,57.0112,19.08,0.0,59.99,1.22,7.25
Forest fire,3,88.5579,55.496,16.39,0.0,60.78,1.48,7.77
Forest fire,3,88.7892,55.4735,16.39,0.0,60.78,1.48,7.77
Forest fire,3,90.6157,57.0256,17.09,0.0,65.79,0.66,5.84
Forest fire,3,89.7108,57.4973,17.22,0.0,68.05,0.2,7.28
Forest fire,3,92.387,58.1222,15.2,0.46,75.04,0.32,5.39
Forest fire,3,92.3598,58.1733,15.2,0.46,75.04,0.32,5.39
Forest fire,3,92.2182,58.2908,15.83,0.25,75.21,0.3,5.39
Forest fire,3,91.148,59.2457,16.83,0.02,70.9,0.24,5.44
Forest fire,3,81.6348,62.0679,19.71,0.0,72.05,0.37,7.08
Forest fire,3,69.0111,60.9197,18.38,2.72,81.12,0.83,5.9
Forest fire,3,53.3145,58.911,16.15,9.96,86.93,0.0,5.1
Forest fire,3,54.8044,54.9886,19.91,0.67,60.96,2.22,5.75
Forest fire,3,47.0386,55.4759,17.72,2.68,81.36,2.54,5.87
Forest fire,3,39.3018,51.7712,14.87,1.46,80.93,2.67,5.29
Forest fire,3,69.491,60.8397,18.75,2.67,80.65,0.9,5.9
Forest fire,3,69.5052,60.8226,18.75,2.67,80.65,0.9,5.9
Forest fire,3,70.8915,61.0474,19.06,2.42,81.59,0.56,5.42
Forest fire,3,70.9021,61.0933,19.06,2.42,81.59,0.56,5.42
Forest fire,3,73.5518,60.9543,18.52,0.16,79.23,0.3,6.05
Forest fire,3,77.7879,60.5742,19.68,0.01,72.32,0.95,6.55
Forest fire,3,77.9691,60.5365,19.23,0.0,72.95,0.67,6.55
Forest fire,3,78.458,59.9428,18.88,0.0,70.42,1.0,7.06
Uncontrolled burn,1,80.5861,59.2369,19.65,0.0,61.01,0.46,7.45
Uncontrolled burn,1,80.7995,59.2372,19.65,0.0,61.01,0.46,7.45
Uncontrolled burn,1,80.8795,59.08,19.65,0.0,61.01,0.46,7.45
Uncontrolled burn,1,82.2238,58.5577,20.37,0.0,56.71,0.71,7.63
Uncontrolled burn,1,77.8189,58.0131,19.69,0.0,60.01,0.32,7.02
Uncontrolled burn,1,63.6907,54.386,20.98,0.0,57.9,2.32,7.7
Forest fire,3,65.6974,57.8861,19.61,0.09,66.57,1.29,7.39
Forest fire,3,64.8963,60.1429,19.18,0.19,65.52,0.38,6.94
Forest fire,3,131.8982,68.2696,12.69,0.0,71.94,1.4,6.86
Forest fire,3,128.7459,61.5329,18.26,0.05,67.19,0.3,6.26
Forest fire,3,128.7684,61.5598,18.26,0.05,67.19,0.3,6.26
Forest fire,3,133.2045,51.1483,19.09,0.23,66.77,0.2,7.21
Forest fire,3,128.673,50.7194,21.91,0.0,49.0,1.69,7.83
Forest fire,3,127.4762,51.8281,21.78,0.0,44.61,0.41,7.72
Forest fire,3,124.9928,53.7685,18.31,0.04,56.82,0.17,6.92
Forest fire,3,124.9473,53.7949,18.31,0.04,56.82,0.17,6.92
Forest fire,3,124.6869,53.8101,17.04,0.13,63.82,0.02,6.92
Forest fire,3,122.6468,53.9179,14.17,1.73,76.58,0.1,4.56
Forest fire,3,123.7505,54.0958,16.98,0.61,64.91,0.05,5.79
Forest fire,3,132.1088,51.1205,19.49,0.01,59.54,0.19,7.21
Forest fire,3,137.0019,51.7593,19.24,0.0,69.44,0.87,7.54
Forest fire,3,137.0866,51.804,19.24,0.0,69.44,0.87,7.54
Forest fire,3,138.4905,49.9427,17.01,0.38,74.28,0.4,6.01
Forest fire,3,138.115,49.2192,16.25,0.44,76.83,0.17,6.01
Forest fire,3,136.1924,44.8662,17.36,0.0,63.22,0.59,7.32
Forest fire,3,92.1913,58.2905,15.83,0.25,75.21,0.3,5.39
Forest fire,3,92.3439,58.1786,15.2,0.46,75.04,0.32,5.39
Forest fire,3,92.3737,58.1284,15.2,0.46,75.04,0.32,5.39
Forest fire,3,90.7751,57.2049,17.09,0.0,65.79,0.66,5.84
Forest fire,3,90.509,57.161,17.09,0.0,65.79,0.66,5.84
Forest fire,3,78.0079,60.5388,19.23,0.0,72.95,0.67,6.93
Forest fire,3,77.746,60.5373,19.68,0.01,72.32,0.95,6.55
Forest fire,3,77.7157,60.618,19.68,0.01,72.32,0.95,6.55
Forest fire,3,78.5309,59.9511,18.88,0.0,70.42,1.0,7.06
Forest fire,3,78.5801,59.9493,18.88,0.0,70.42,1.0,7.06
Forest fire,3,78.5105,59.8721,18.88,0.0,70.42,1.0,7.06
Forest fire,3,80.5746,59.2339,19.65,0.0,61.01,0.46,7.45
Forest fire,3,80.8517,59.2154,19.65,0.0,61.01,0.46,7.45
Forest fire,3,80.8996,59.083,19.65,0.0,61.01,0.46,7.45
Forest fire,3,82.2284,58.5946,20.37,0.0,56.71,0.71,7.63
Natural fire,4,68.1039,61.3334,19.85,0.28,75.1,0.37,6.53
Natural fire,4,67.8557,63.0283,17.36,0.92,82.18,0.19,6.15
Natural fire,4,66.9491,63.1387,17.54,1.1,83.78,0.09,6.15
Forest fire,3,66.332,63.7988,17.76,1.21,82.38,0.53,6.15
Forest fire,3,65.1072,63.0683,18.65,0.99,80.99,0.62,6.64
Forest fire,3,64.804,62.958,18.65,0.99,80.99,0.62,6.04
Forest fire,3,63.0679,62.8575,18.95,1.22,77.6,0.1,6.26
Forest fire,3,63.5348,61.9551,18.93,0.87,75.69,0.03,5.74
Forest fire,3,65.0561,62.228,18.56,0.83,80.35,0.08,6.04
Forest fire,3,65.9089,64.9473,17.57,1.69,82.99,0.88,6.48
Forest fire,3,65.6732,57.8862,21.85,0.03,61.83,0.98,7.28
Forest fire,3,62.0699,54.7255,22.75,0.0,47.74,1.11,7.45
Forest fire,3,63.4394,54.5011,23.5,0.0,48.37,0.93,7.45
Natural fire,4,74.3872,53.9933,23.16,0.0,40.96,2.22,7.09
Natural fire,4,84.3743,50.4389,14.38,0.0,50.88,1.11,8.12
Natural fire,4,88.3623,50.882,13.24,0.0,50.22,1.16,8.02
Natural fire,4,113.1606,49.9639,13.59,0.11,41.68,1.88,6.64
Forest fire,3,136.7249,60.7643,14.46,0.0,67.81,1.25,7.72
Forest fire,3,132.9045,55.9611,15.19,0.23,64.62,0.53,6.84
Natural fire,4,130.9931,55.0363,17.2,0.03,59.47,0.45,7.17
Natural fire,4,131.6076,52.5436,20.07,0.0,63.42,0.17,7.31
Forest fire,3,131.6296,52.5012,20.07,0.0,63.42,0.17,7.31
Forest fire,3,131.6213,52.4735,20.07,0.0,63.42,0.17,7.31
Forest fire,3,131.5786,52.4539,20.07,0.0,63.42,0.17,7.31
Forest fire,3,131.4621,52.4123,21.01,0.0,62.6,0.15,7.31
Forest fire,3,132.1032,51.119,19.25,0.38,66.44,0.22,7.05
Forest fire,3,132.1937,51.0815,20.24,0.4,65.66,0.24,7.05
Forest fire,3,128.0034,51.1645,19.63,0.22,61.6,1.5,6.54
Forest fire,3,126.7834,54.386,20.23,0.0,54.6,0.36,6.62
Forest fire,3,127.3681,53.4741,22.92,0.22,48.6,0.3,6.29
Forest fire,3,127.2243,53.4925,22.92,0.22,48.6,0.3,6.29
Forest fire,3,123.54,56.3384,13.43,0.39,75.11,0.76,6.18
Forest fire,3,124.2366,58.5077,16.92,0.25,76.08,0.2,6.45
Forest fire,3,123.7671,54.0891,18.21,1.15,64.74,0.04,6.37
Forest fire,3,124.5764,53.8567,18.84,0.44,60.74,0.06,6.35
Forest fire,3,124.2673,53.6749,19.08,2.43,64.7,0.06,6.35
Forest fire,3,123.828,53.4999,18.14,2.11,66.01,0.05,6.19
Forest fire,3,125.3845,53.4395,20.2,0.63,62.19,0.03,6.35
Forest fire,3,125.3805,53.4227,20.2,0.63,62.19,0.03,6.35
Forest fire,3,139.3405,48.6786,13.32,0.28,74.22,0.16,7.17
Forest fire,3,139.8874,49.6244,11.88,0.01,72.97,0.88,7.54
Forest fire,3,140.1405,50.1398,12.08,0.01,68.05,0.98,7.4
Forest fire,3,138.208,51.1468,14.64,1.32,76.19,0.52,7.25
Forest fire,3,42.0745,61.0928,9.21,1.07,77.87,0.13,3.82
Forest fire,3,107.1098,58.1395,10.78,5.44,82.51,0.19,5.39
Forest fire,3,113.1339,49.9656,13.59,0.11,41.68,1.88,6.64
Forest fire,3,74.7046,61.4264,19.23,0.2,76.09,0.3,6.7
Forest fire,3,73.6109,61.0172,19.76,0.14,68.86,0.4,7.32
Forest fire,3,73.5148,61.0356,19.76,0.14,68.86,0.4,7.32
Forest fire,3,73.4058,61.0067,20.05,0.11,67.41,0.37,7.32
Natural fire,4,73.6177,60.981,19.76,0.14,68.86,0.4,7.06
Forest fire,3,70.8367,60.7504,19.38,0.07,72.46,0.51,7.29
Natural fire,4,66.9885,60.8631,19.65,0.28,73.94,0.29,6.8
Natural fire,4,88.3691,50.8843,13.24,0.0,50.22,1.16,8.02
Natural fire,4,88.5885,55.5054,15.79,0.0,68.58,1.83,7.66
Forest fire,3,66.2756,63.7496,17.88,1.09,82.73,0.33,6.15
Forest fire,3,66.3582,63.8044,17.76,1.21,82.38,0.53,6.15
Forest fire,3,76.2344,60.896,19.98,0.08,73.72,1.02,6.41
Forest fire,3,78.6613,59.9852,20.36,0.25,72.85,0.93,6.69
Forest fire,3,80.994,59.0983,21.54,0.03,61.98,0.51,6.98
Forest fire,3,73.6249,61.0158,19.76,0.14,68.86,0.4,7.32
Forest fire,3,73.5063,61.0336,19.76,0.14,68.86,0.4,7.32
Forest fire,3,73.6194,60.9737,19.76,0.14,68.86,0.4,7.06
Forest fire,3,70.8257,60.75,19.38,0.07,72.46,0.51,7.29
Forest fire,3,68.9928,60.8914,20.38,0.03,70.63,0.64,7.26
Forest fire,3,68.1225,61.0555,20.28,0.07,71.22,0.63,6.53
Forest fire,3,68.1286,61.2908,19.85,0.28,75.1,0.37,6.53
Forest fire,3,68.1264,61.3472,19.85,0.28,75.1,0.37,6.53
Forest fire,3,67.0754,61.6483,19.26,0.39,77.06,0.31,6.17
Forest fire,3,66.2675,61.6209,18.8,0.43,78.75,0.13,6.17
Forest fire,3,65.0742,62.226,18.56,0.83,80.35,0.08,6.04
Forest fire,3,67.8867,62.3808,17.86,1.01,81.99,0.21,6.01
Forest fire,3,66.9489,63.1412,17.54,1.1,83.78,0.09,6.15
Forest fire,3,65.7539,63.5257,18.15,1.12,82.48,0.54,6.64
Forest fire,3,66.2622,63.7568,17.76,1.21,82.38,0.53,6.15
Forest fire,3,66.2965,63.7932,17.76,1.21,82.38,0.53,6.15
Natural fire,4,66.3791,63.786,17.76,1.21,82.38,0.53,6.15
Natural fire,4,66.9632,60.8546,19.65,0.28,73.94,0.29,6.8
Forest fire,3,136.7256,60.7618,15.2,0.27,73.72,1.66,7.18
Forest fire,3,144.7087,59.889,14.42,0.56,80.04,0.57,6.47
Forest fire,3,130.9823,55.0353,16.81,0.22,67.61,0.29,6.92
Forest fire,3,136.9833,51.7462,20.91,0.14,65.81,0.4,7.59
Forest fire,3,138.2025,51.1501,18.27,0.29,69.27,0.47,7.9
Forest fire,3,139.6774,48.3973,14.79,0.56,80.36,0.18,6.06
Forest fire,3,137.1153,48.094,16.57,1.75,84.45,0.14,6.64
Forest fire,3,132.2877,51.163,20.84,0.57,63.9,0.24,5.4
Forest fire,3,130.2774,51.3565,21.14,0.6,71.13,2.14,6.32
Forest fire,3,130.259,51.4008,21.14,0.6,71.13,2.14,6.32
Forest fire,3,136.7463,60.7747,15.2,0.27,73.72,1.66,7.18
Forest fire,3,136.7191,60.7556,15.2,0.27,73.72,1.66,7.18
Forest fire,3,132.8373,60.816,17.83,0.0,69.85,0.0,7.08
Forest fire,3,129.3355,61.7357,19.46,0.0,65.96,0.46,6.89
Forest fire,3,128.6872,61.5425,18.97,0.0,68.79,0.31,6.89
Forest fire,3,124.2183,58.5081,17.62,0.67,73.49,0.21,6.22
Forest fire,3,124.2179,58.4987,17.62,0.67,73.49,0.21,6.22
Forest fire,3,125.0689,57.5794,16.08,2.73,75.37,0.66,5.73
Forest fire,3,125.0455,57.5195,16.08,2.73,75.37,0.66,5.73
Forest fire,3,125.1102,57.4925,16.08,2.73,75.37,0.66,5.73
Forest fire,3,122.4507,57.504,14.81,1.41,76.24,1.09,5.59
Forest fire,3,121.9366,57.7963,15.66,0.87,72.44,0.77,6.27
Natural fire,4,123.5244,56.332,14.82,2.15,73.67,0.74,5.85
Natural fire,4,126.8912,54.9438,19.23,0.31,70.46,0.2,6.1
Natural fire,4,124.5672,53.8619,19.93,0.47,60.24,0.3,6.21
Natural fire,4,124.0882,53.6456,20.33,0.25,61.94,0.26,6.21
Natural fire,4,123.8306,53.4956,19.65,0.32,64.09,0.23,6.61
Natural fire,4,124.8393,53.1544,20.43,0.16,63.61,0.23,6.21
Natural fire,4,125.39,53.4379,20.81,0.17,62.31,0.12,6.21
Natural fire,4,125.5389,53.6622,20.81,0.17,62.31,0.12,6.21
Natural fire,4,125.5435,53.6713,20.81,0.17,62.31,0.12,6.21
Forest fire,3,125.6567,53.7056,20.81,0.17,62.31,0.12,6.21
Natural fire,4,127.2328,53.4482,22.89,0.08,53.32,0.19,6.36
Natural fire,4,130.195,51.3401,21.14,0.6,71.13,2.14,6.32
Natural fire,4,130.6425,51.0833,20.55,0.91,68.49,0.13,6.32
Forest fire,3,130.5799,51.0015,20.55,0.91,68.49,0.13,6.32
Forest fire,3,131.3791,51.3486,19.3,0.71,71.96,0.09,6.32
Forest fire,3,134.222,50.6154,15.11,1.48,74.09,1.1,5.49
Forest fire,3,131.4548,52.4152,22.31,0.15,59.58,0.28,6.87
Forest fire,3,131.5977,52.5504,21.23,0.27,58.73,0.33,6.87
Forest fire,3,136.995,51.7441,20.91,0.14,65.81,0.4,7.59
Forest fire,3,123.3861,54.2813,17.71,0.7,68.39,0.38,5.98
Forest fire,3,123.4128,54.3051,17.71,0.7,68.39,0.38,5.98
Forest fire,3,123.5484,54.2741,18.55,0.57,64.0,0.36,5.98
Forest fire,3,123.6489,54.3241,18.55,0.57,64.0,0.36,5.98
Forest fire,3,123.6796,54.3517,18.55,0.57,64.0,0.36,5.98
Forest fire,3,123.9836,54.2929,18.55,0.57,64.0,0.36,5.98
Forest fire,3,124.0198,54.2822,18.55,0.57,64.0,0.36,6.01
Forest fire,3,124.0501,54.2677,18.55,0.57,64.0,0.36,6.01
Forest fire,3,124.0808,54.2627,18.47,0.47,63.06,0.38,6.01
Forest fire,3,124.0539,54.2267,19.75,0.47,62.09,0.31,6.01
Forest fire,3,123.9824,54.2418,19.75,0.47,62.09,0.31,5.98
Forest fire,3,124.1319,54.2173,19.93,0.47,60.24,0.3,6.01
Forest fire,3,123.9655,54.1411,19.75,0.47,62.09,0.31,5.98
Forest fire,3,123.7571,54.0851,19.75,0.47,62.09,0.31,5.98
Forest fire,3,123.7174,54.022,19.75,0.47,62.09,0.31,5.98
Forest fire,3,123.8424,53.9172,19.75,0.47,62.09,0.31,6.61
Forest fire,3,123.5505,54.161,19.75,0.47,62.09,0.31,5.98
Forest fire,3,122.6883,54.965,16.98,0.69,71.36,0.33,5.98
Forest fire,3,113.143,49.9605,12.04,2.43,61.68,2.06,5.11
Forest fire,3,129.9595,62.3518,18.86,0.0,67.04,0.49,7.24
Forest fire,3,129.3484,61.7356,19.46,0.0,65.96,0.46,6.89
Forest fire,3,132.8425,60.8213,17.83,0.0,69.85,0.0,7.08
Forest fire,3,130.3047,51.3759,21.14,0.6,71.13,2.14,6.32
Forest fire,3,130.6467,51.0841,20.55,0.91,68.49,0.13,6.32
Forest fire,3,132.1839,51.131,19.25,0.75,71.47,0.11,5.4
Forest fire,3,132.3032,51.1628,20.84,0.57,63.9,0.24,5.4
Uncontrolled burn,1,132.2946,51.1761,20.84,0.57,63.9,0.24,5.4
Uncontrolled burn,1,134.3425,51.641,17.3,1.13,66.97,0.41,5.61
Uncontrolled burn,1,134.2225,50.6272,15.11,1.48,74.09,1.1,5.49
Uncontrolled burn,1,134.8704,50.6457,15.65,0.94,75.18,0.8,5.49
Forest fire,3,136.7033,63.112,17.49,2.5,75.81,0.42,6.21
Forest fire,3,144.7233,59.8974,14.42,0.56,80.04,0.57,6.47
Forest fire,3,144.7176,59.8863,14.42,0.56,80.04,0.57,6.47
Forest fire,3,140.4989,51.8198,13.22,0.03,73.31,0.91,5.38
Forest fire,3,91.1053,59.2486,16.81,0.03,73.3,0.27,6.64
Forest fire,3,82.2879,58.6067,22.33,0.51,66.68,0.68,6.21
Forest fire,3,93.9514,55.9375,14.45,0.38,72.99,1.21,5.78
Forest fire,3,82.2211,53.6772,23.56,0.0,44.87,2.34,7.44
Forest fire,3,90.1759,51.5164,10.37,0.0,54.42,1.92,8.37
Forest fire,3,90.1745,51.4897,10.37,0.0,54.42,1.92,8.37
Forest fire,3,90.3489,51.4093,12.18,0.0,49.41,1.79,8.37
Forest fire,3,90.995,51.6884,13.76,0.0,46.72,1.78,8.37
Forest fire,3,91.1063,51.645,13.76,0.0,46.72,1.78,8.37
Forest fire,3,91.3611,50.8921,14.4,0.0,39.41,1.65,8.18
Forest fire,3,92.9606,51.5998,14.92,0.0,45.36,1.48,8.13
Forest fire,3,136.7441,63.1094,17.49,2.5,75.81,0.42,6.21
Forest fire,3,129.3742,61.7387,19.46,0.0,65.96,0.46,6.89
Forest fire,3,124.2241,58.5028,17.62,0.67,73.49,0.21,6.22
Forest fire,3,121.9362,57.7886,15.66,0.87,72.44,0.77,6.27
Forest fire,3,122.6943,54.9631,16.98,0.69,71.36,0.33,5.98
Forest fire,3,123.4225,54.3182,17.71,0.7,68.39,0.38,5.98
Forest fire,3,123.4226,54.3031,17.71,0.7,68.39,0.38,5.98
Forest fire,3,123.3757,54.2793,17.71,0.7,68.39,0.38,5.98
Forest fire,3,123.4285,54.2685,17.71,0.7,68.39,0.38,5.98
Forest fire,3,123.6506,54.3275,18.55,0.57,64.0,0.36,5.98
Forest fire,3,123.6822,54.356,18.55,0.57,64.0,0.36,5.98
Forest fire,3,123.9984,54.1542,19.75,0.47,62.09,0.31,5.98
Forest fire,3,123.766,54.0851,19.75,0.47,62.09,0.31,5.98
